1575963349,7
1575963949,7
1575964549,7
1575965149,8
1575965749,7
1575966349,8
1575966949,7
1575967549,7
1575968149,7
1575968749,8
1575969349,7
1575969949,6
1575970549,7
1575971149,7
1575971749,7
1575972349,7
1575972949,8
1575973549,8
1575974149,7
1575974749,7
1575975349,8
1575975949,8
1575976549,8
1575977149,9
1575977749,9
1575978349,9
1575978949,10
1575979549,10
1575980149,11
1575980749,11
1575981349,11
1575981949,11
1575982549,12
1575983149,12
1575983749,13
1575984349,13
1575984949,13
1575985549,14
1575986149,14
1575986749,13
1575987349,14
1575987949,14
1575988549,14
1575989149,14
1575989749,15
1575990349,15
1575990949,15
1575991549,15
1575992149,15
1575992749,14
1575993349,14
1575993949,14
1575994549,14
1575995149,14
1575995749,14
1575996349,14
1575996949,14
1575997549,14
1575998149,14
1575998749,14
1575999349,15
1575999949,15
1576000549,15
1576001149,14
1576001749,14
1576002349,14
1576002949,14
1576003549,14
1576004149,14
1576004749,14
1576005349,14
1576005949,14
1576006549,13
1576007149,14
1576007749,14
1576008349,13
1576008949,14
1576009549,14
1576010149,13
1576010749,13
1576011349,13
1576011949,13
1576012549,13
1576013149,13
1576013749,13
1576014349,13
1576014949,13
1576015549,12
1576016149,12
1576016749,13
1576017349,13
1576017949,11
1576018549,11
1576019149,11
1576019749,12
1576020349,12
1576020949,11
1576021549,11
1576022149,11
1576022749,11
1576023349,11
1576023949,11
1576024549,10
1576025149,10
1576025749,10
1576026349,10
1576026949,10
1576027549,11
1576028149,10
1576028749,10
1576029349,10
1576029949,11
1576030549,11
1576031149,11
1576031749,10
1576032349,10
1576032949,10
1576033549,10
1576034149,10
1576034749,10
1576035349,10
1576035949,10
1576036549,9
1576037149,10
1576037749,9
1576038349,9
1576038949,8
1576039549,8
1576040149,7
1576040749,8
1576041349,8
1576041949,7
1576042549,8
1576043149,8
1576043749,8
1576044349,9
1576044949,8
1576045549,8
1576046149,7
1576046749,8
1576047349,8
1576047949,8
1576048549,8
1576049149,8
1576049749,8
1576050349,7
1576050949,7
1576051549,7
1576052149,7
1576052749,7
1576053349,7
1576053949,7
1576054549,6
1576055149,6
1576055749,7
1576056349,13
1576056949,13
1576057549,10
1576058149,8
1576058749,7
1576059349,7
1576059949,7
1576060549,7
1576061149,7
1576061749,7
1576062349,7
1576062949,8
1576063549,8
1576064149,8
1576064749,8
1576065349,9
1576065949,9
1576066549,9
1576067149,9
1576067749,10
1576068349,10
1576068949,10
1576069549,11
1576070149,11
1576070749,11
1576071349,11
1576071949,12
1576072549,12
1576073149,12
1576073749,14
1576074349,14
1576074949,14
1576075549,14
1576076149,14
1576076749,14
1576077349,14
1576077949,14
1576078549,14
1576079149,14
1576079749,14
1576080349,14
1576080949,14
1576081549,14
1576082149,14
1576082749,14
1576083349,14
1576083949,14
1576084549,14
1576085149,13
1576085749,14
1576086349,14
1576086949,14
1576087549,14
1576088149,14
1576088749,14
1576089349,14
1576089949,14
1576090549,14
1576091149,14
1576091749,14
1576092349,13
1576092949,13
1576093549,13
1576094149,13
1576094749,13
1576095349,13
1576095949,13
1576096549,13
1576097149,13
1576097749,14
1576098349,13
1576098949,13
1576099549,12
1576100149,12
1576100749,13
1576101349,12
1576101949,12
1576102549,11
1576103149,11
1576103749,11
1576104349,10
1576104949,10
1576105549,10
1576106149,10
1576106749,10
1576107349,10
1576107949,10
1576108549,10
1576109149,10
1576109749,10
1576110349,10
1576110949,10
1576111549,11
1576112149,11
1576112749,11
1576113349,12
1576113949,12
1576114549,12
1576115149,11
1576115749,11
1576116349,10
1576116949,10
1576117549,10
1576118149,9
1576118749,9
1576119349,9
1576119949,9
1576120549,9
1576121149,9
1576121749,9
1576122349,9
1576122949,8
1576123549,9
1576124149,9
1576124749,9
1576125349,8
1576125949,8
1576126549,7
1576127149,7
1576127749,8
1576128349,8
1576128949,8
1576129549,7
1576130149,7
1576130749,7
1576131349,7
1576131949,7
1576132549,7
1576133149,7
1576133749,7
1576134349,7
1576134949,7
1576135549,7
1576136149,7
1576136749,7
1576137349,8
1576137949,8
1576138549,8
1576139149,7
1576139749,7
1576140349,6
1576140949,7
1576141549,7
1576142149,8
1576142749,7
1576143349,7
1576143949,7
1576144549,7
1576145149,7
1576145749,7
1576146349,7
1576146949,7
1576147549,8
1576148149,8
1576148749,8
1576149349,11
1576149949,12
1576150549,12
1576151149,10
1576151749,10
1576152349,11
1576152949,10
1576153549,11
1576154149,11
1576154749,11
1576155349,12
1576155949,12
1576156549,12
1576157149,12
1576157749,12
1576158349,12
1576158949,13
1576159549,13
1576160149,13
1576160749,13
1576161349,13
1576161949,13
1576162549,13
1576163149,13
1576163749,14
1576164349,14
1576164949,14
1576165549,14
1576166149,14
1576166749,14
1576167349,14
1576167949,14
1576168549,14
1576169149,14
1576169749,14
1576170349,14
1576170949,14
1576171549,15
1576172149,14
1576172749,14
1576173349,14
1576173949,14
1576174549,14
1576175149,14
1576175749,14
1576176349,14
1576176949,14
1576177549,14
1576178149,14
1576178749,13
1576179349,13
1576179949,13
1576180549,13
1576181149,13
1576181749,13
1576182349,13
1576182949,13
1576183549,13
1576184149,13
1576184749,13
1576185349,13
1576185949,13
1576186549,13
1576187149,12
1576187749,12
1576188349,13
1576188949,12
1576189549,12
1576190149,12
1576190749,11
1576191349,11
1576191949,11
1576192549,11
1576193149,11
1576193749,11
1576194349,11
1576194949,11
1576195549,11
1576196149,11
1576196749,11
1576197349,12
1576197949,11
1576198549,11
1576199149,11
1576199749,11
1576200349,12
1576200949,12
1576201549,12
1576202149,11
1576202749,10
1576203349,11
1576203949,11
1576204549,10
1576205149,10
1576205749,10
1576206349,10
1576206949,10
1576207549,10
1576208149,9
1576208749,9
1576209349,9
1576209949,10
1576210549,9
1576211149,8
1576211749,8
1576212349,8
1576212949,8
1576213549,8
1576214149,8
1576214749,8
1576215349,8
1576215949,8
1576216549,7
1576217149,7
1576217749,7
1576218349,7
1576218949,7
1576219549,7
1576220149,7
1576220749,7
1576221349,7
1576221949,8
1576222549,8
1576223149,7
1576223749,7
1576224349,7
1576224949,6
1576225549,6
1576226149,6
1576226749,6
1576227349,6
1576227949,7
1576228549,6
1576229149,6
1576229749,6
1576230349,6
1576230949,6
1576231549,6
1576232149,7
1576232749,7
1576233349,7
1576233949,7
1576234549,7
1576235149,8
1576235749,8
1576236349,7
1576236949,8
1576237549,8
1576238149,8
1576238749,8
1576239349,9
1576239949,9
1576240549,10
1576241149,10
1576241749,10
1576242349,10
1576242949,12
1576243549,12
1576244149,12
1576244749,12
1576245349,12
1576245949,12
1576246549,12
1576247149,14
1576247749,14
1576248349,14
1576248949,13
1576249549,13
1576250149,13
1576250749,13
1576251349,13
1576251949,13
1576252549,13
1576253149,13
1576253749,13
1576254349,13
1576254949,13
1576255549,13
1576256149,13
1576256749,14
1576257349,14
1576257949,14
1576258549,14
1576259149,14
1576259749,14
1576260349,14
1576260949,14
1576261549,13
1576262149,13
1576262749,13
1576263349,13
1576263949,13
1576264549,13
1576265149,13
1576265749,13
1576266349,13
1576266949,13
1576267549,13
1576268149,14
1576268749,13
1576269349,13
1576269949,13
1576270549,12
1576271149,12
1576271749,12
1576272349,13
1576272949,13
1576273549,12
1576274149,12
1576274749,12
1576275349,13
1576275949,13
1576276549,12
1576277149,10
1576277749,10
1576278349,10
1576278949,9
1576279549,9
1576280149,9
1576280749,9
1576281349,9
1576281949,9
1576282549,9
1576283149,9
1576283749,9
1576284349,9
1576284949,9
1576285549,9
1576286149,9
1576286749,9
1576287349,9
1576287949,9
1576288549,9
1576289149,9
1576289749,9
1576290349,9
1576290949,9
1576291549,9
1576292149,9
1576292749,9
1576293349,9
1576293949,9
1576294549,10
1576295149,10
1576295749,9
1576296349,9
1576296949,9
1576297549,9
1576298149,9
1576298749,9
1576299349,9
1576299949,8
1576300549,8
1576301149,8
1576301749,8
1576302349,8
1576302949,9
1576303549,8
1576304149,8
1576304749,8
1576305349,8
1576305949,8
1576306549,7
1576307149,7
1576307749,7
1576308349,7
1576308949,7
1576309549,7
1576310149,7
1576310749,7
1576311349,7
1576311949,7
1576312549,7
1576313149,7
1576313749,6
1576314349,6
1576314949,7
1576315549,7
1576316149,6
1576316749,6
1576317349,6
1576317949,7
1576318549,7
1576319149,6
1576319749,7
1576320349,7
1576320949,7
1576321549,7
1576322149,7
1576322749,7
1576323349,8
1576323949,8
1576324549,8
1576325149,9
1576325749,9
1576326349,9
1576326949,10
1576327549,10
1576328149,11
1576328749,11
1576329349,11
1576329949,12
1576330549,12
1576331149,12
1576331749,13
1576332349,13
1576332949,14
1576333549,14
1576334149,14
1576334749,14
1576335349,14
1576335949,14
1576336549,14
1576337149,14
1576337749,14
1576338349,15
1576338949,15
1576339549,15
1576340149,15
1576340749,15
1576341349,15
1576341949,15
1576342549,15
1576343149,15
1576343749,15
1576344349,15
1576344949,15
1576345549,15
1576346149,15
